"id","description","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","review_scores_rating","cancellation_policy","reviews_per_month","price"
"8520693","Huge 1,900 square foot (177m2) 3-bedroom, 3 full bathroom apartment in a modern, luxury, full-amenity, doorman building in the heart of Hell's Kitchen!  3 Corner unit, features light and airy floor to ceiling windows with spectacular views of U/L Manhattan and toward Times Square. Fully equipted kitchen and dining for 8, with spacious designer-decorated living and sleeping areas! Easy access to everywhere, miles of jogging, biking and walking paths along the Hudson, full gym, tennis + b'ball. Spacious 3-bedroom, 3 full bath 3 corner unit in a luxury, full-amenities, doorman building, in the heart of Hell's Kitchen, just steps away from Time Square! Features floor to ceiling windows and 10ft ceilings giving an exceptional light and airy feel with spectacular views of Mid Town towards Times Square, Upper Manhattan, the GW Bridge, and the Hudson River to New Jersey and Lower Manhattan. All three different directions from one apartment. Hardwood and marble floors and spacious designer-deco","44865302","2015-09-22","within a few hours","100%","","f","2.0","{email, phone, reviews, jumio}","t","Hell's Kitchen","Apartment","Entire home/apt","8","3.0","3.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Gym,Breakfast,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","6","2","61.0","97.0","strict","2.5","$750.00"
"4973520","Large, private room about 13’ x 11’ Queen Bed 2 Large windows with plenty of sunlight Fire Escape No Living Room Large Kitchen 4th Floor, Walk up (No Elevator) 1.5 blocks to subway 5 blocks to Central Park The room is in a shared, 3 bedroom apartment. Common areas include shared kitchen and shared bath. Guests have full access to all common areas. Guests have full access to shared kitchen and bathroom. Apartment is: 1.5 blocks to subway 5 blocks to Central Park Closest subway stop is 110th Street on 6 Subway line","12342828","2014-02-18","within an hour","100%","","f","2.0","{email, phone, amex, reviews, jumio}","t","East Harlem","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","31.0","95.0","moderate","1.17","$80.00"
"188674","Doorman elevator building ! 14th floor ! Private terrace !A peaceful oasis right in the most convenient location!  One block from Union square where every subway can be caught. Citibikes across the street,Trader Joes, Whole foods,3 movie theatres. But 14th floor and the decor keep it peaceful and relaxing!! NOTE: PLEASE SEND ME AN INQUIRY BEFORE DOING A RESERVATION REQUEST  JUST SO WE CAN SAY HI :) AND SO I CAN ASSURE YOU IF ITS AVAILABLE ! THANK YOU Beautiful 1 br Union Square/East Village . 24 hour doorman, elevator, 14th floor views, laundry in building, terrace , roofdeck, wireless internet,  premium cable, hdtv flatscreen , AC, bedroom is blackout sleeping for light sleepers, the couch is super giant. Across the street for NYCs only Trader Joes 1 block away from Whole foods, as well as regular supermarkets within one block, near all subways , literally on the corner and busses stop right across the steet as well. Movie theatres on all sides about a block away, great yoga studios w","909234","2011-08-02","","","","f","1.0","{email, phone, reviews}","f","East Village","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator,Heating,Washer,Dryer}","1","2","62.0","97.0","strict","0.87","$165.00"
"2794725","Whole house to yourself!! Fully Furnished on a popular exciting block. 2 floors 2bedrooms, couches in living room cute single family attached home. Train station and bus to ferry are within walking distance. Smoking okay pets okay ! Please bring your own towels & sheets :) . Parking in back lot Not present during your stay :)  Energy and Life of the community Less than a 5 minute walk to train and bus","14295613","2014-04-14","","","","f","1.0","{email, phone, reviews, kba}","t","Clifton","House","Entire home/apt","3","1.5","2.0","2.0","Real Bed","{Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Heating}","1","1","1.0","80.0","moderate","0.02","$75.00"
"19386444","Welcome to my cozy, quaint and quiet 2 bedroom apartment in Bed-Stuy! This apartment has 1 large and airy bedroom, with a 2nd smaller but quaint bedroom.  There is a smart tv in living room and a HDMI cord to stream your favorite shows or movies.  Basic stocked kitchen, lots of natural light, and high ceilings. Quiet multi-family building. Come sit on the stoop and people watch or chat with the neighbors. A home away from home! You will have access to the entire apartment. I'm a Southern belle in the city and I just love to host. I work in the tv and film industry here in NY but have a love for hospitality, entertaining and Southern cooking. The hours I work are long, long, long, but I live on the ground floor and am not too terribly far away if you need anything or have questions. I am easily accessible by phone or text. I hope to be around to greet ya'll personally when you arrive. However, if I'm not---I will make it a point to try to at least lay my eyes on you (Southern for see y","22462","2009-06-20","within an hour","100%","","f","1.0","{email, phone, facebook, reviews}","f","Bedford-Stuyvesant","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance}","4","2","8.0","100.0","flexible","3.64","$150.00"
"9543177","A comfy 1 Bedroom Apartment above one of the best Pizzerias in Town. Great access to Manhattan as well as top neighborhood Bars and Restaurants. Rental comes with Free Pizza!","49424606","2015-11-19","within an hour","100%","","f","1.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Entire home/apt","4","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","120.0","91.0","moderate","5.33","$130.00"
"149777","Stay in your own private art gallery! 1 bedroom home away from home and prepare to have a refreshed zen experience! 20 min from Grand Central Terminal, yet still expect to get a quiet sleep. Our home reflects our creative spirit through various cultural art pieces used as decor and guaranteed to lift your spirits with every sight :) The space is a private basement apt with a private entrance. The space has a chill artsy hippie vibe that includes one private bedroom with a full size futon, kitchen, cozy living area and large private bathroom. Pets Welcome! Your own private entrance, private bath with standing shower-no tub, private full kitchen, living area and bedroom. We welcome independent travelers who share positive vibes. We like our guests to be independent. We are around for whatever you may need. Primarily an Irish neighborhood, Woodlawn is special because you can walk to everything!  We even have 4+ of the BEST pizza spots less than 5 min away and that's walking distance!  Kat","716306","2011-06-18","within a few hours","100%","","f","1.0","{email, phone, reviews, jumio}","t","Woodlawn","House","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Dog(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","1","107.0","91.0","strict","1.85","$77.00"
"4351563","Light filled apt with private rooftop section with views of downtown Brooklyn and Manhattan. 24 hr doorman and only a few blocks away from subways, Prospect Park and great restaurants and bars is a great home away from home.  Plus a rooftop hammock and a grill! I will be easily accessible via email, text or phone.  Do reach out if there are any questions, concerns, recommendations inquiries. PUBLIC TRANSPORTION For subways, closest stops are 2/3 to Grand Army, Q/B to 7th Avenue, C to Clinton/Washington.  Note the B train only runs on weekdays.   The 2/3 has weekend delays so check MTA website to see if this line works for you. The Q is the most reliable and the fastest to get into Manhattan.  If you go in the other direction, the last stop is Coney Island (which can be an even better option) Buses are another option.  There are plenty of lines close by.  I personally do not take them, but people say they are reliable. PARKING On weekends it can be easier to find street parking.  For we","16504161","2014-06-07","within an hour","100%","","f","1.0","{email, phone, reviews, kba}","f","Prospect Heights","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Heating,Family/kid friendly,Washer,Dryer,Essentials}","1","1","6.0","100.0","flexible","0.17","$120.00"
"20697209","Our apartment is a top floor duplex of a building, with private roof access. It's the perfect place to enjoy the last hot days of the summer in Brooklyn. The place is drenched with light and filled with gorgeous plants. We decorated it with rugs, furniture and pottery that we brought back from our travels. We have a cat, Ramses who is playful and caring. We keep our home clean and clear, but there are great art books to read and games to play. There are 2 bedrooms plus an office space and a private roof with plants and furniture so you have your pick of places to read and relax. The home is stocked with everything you need for a comfortable stay. The roof is private access from the second floor bedroom and accessible only to you. You will be able to play music from your phones on the speakers. We have very fast wifi. I will be staying nearby, feel free to contact me at any moment if you need anything. Bed-Stuy is an historic neighborhood you've seen in many movies and songs, full of br","5717334","2013-04-01","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, kba, selfie, government_id, identity_manual}","f","Bedford-Stuyvesant","Condominium","Entire home/apt","6","1.0","2.0","2.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony}","2","3","1.0","100.0","moderate","1.0","$115.00"
"9186894","I offer spacious bedroom in a 2 bedroom apartment. We have nice living room, bathroom and a newly renovated kitchen. Two bedrooms are placed on an opposite sides of the apartment, so it gives lots of privacy. I share the apt. with one roommate. Located in the heart of Brooklyn. We have G train with quick trip to Manhattan around the corner and East River Ferry two blocks away. It's a two bedroom apartment with both bedroom located on opposite sides of the space. In between there is a spacious living room, newly renovated kitchen and bathroom. All rooms have windows and a lot of daylight. You have private bedroom. Living room, kitchen and bathroom is shared with my roommate, Kuba. One roommate who studies and works. If you have any questions or concerns, he's always reachable by phone. Kent street is quiet and wide historical street with lots of trees. In the nearby park you can enjoy NY's sunset with the Manhattan skyline. The are many bars and good restaurants in the area.  Greenpoint","6217827","2013-05-04","","","","f","2.0","{email, phone, reviews, kba}","t","Greenpoint","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace}","1","1","2.0","100.0","moderate","0.12","$83.00"
"4844781","This Upper West Side gem offers a quiet oasis in the middle of all the action in NYC. Luxury building with a full time doorman. Enjoy floor to cieling windows and a washer/drier in your own apartment. Stay on Amsterdam in this stunning 2 Bd/2 BA Beautiful 2 bedroom 2 bathroom in a gorgeous luxury building. The sofa pulls out into a bed as well so this apartment can easily accommodate 6. A washer and drier in unit for your convenience.  Plasma tvs in each room, wifi and cable included. Linens provided.  Steps from Central Park. Enjoy stunning city views from inside your apartment. Pet friendly luxury building with a fulltime doorman.   Steps from the A,C,E,1,2,3 trains. Whole foods, Petco, Starbucks, and Home Goods just around the corner. Tons of boutique shops, entertainment and nightlife at your fingertips. Don't miss this opportunity contact me now for more information or to book the apartment. I will meet you at the apartment and show you in.  Feel free to call/email/text me anytime","10192110","2013-11-22","within a day","90%","","f","7.0","{email, phone, reviews}","f","Upper West Side","Apartment","Entire home/apt","6","2.0","2.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Pets allowed,Doorman,Gym,Elevator,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","7","19.0","82.0","strict","0.58","$350.00"
"876488","This new apartment is in a great location with access to 10 subway lines, it is near Brooklyn Bridge and only one stop from Manhattan. Enjoy a gourmet kitchen, washer and dryer, and great gym facilities, whilst being in a great neighbourhood. Amazing luxury apartment in Brooklyn! Only one subway stop away from Manhattan, making it the ideal location for your next vacation as you can experience all Brooklyn (BK) has to offer whilst having easy access to Manhattan. In BK there are hundreds of delectable eateries and all of the shopping venues and boutiques you can handle. Visit the famed Brooklyn Public Library, Prospect Park or Astroland while exploring the endless things to do in the city by hopping on one of the five different subway lines that are within short walking distance. The good news is if you want the convenience of a taxi just step out the front door and there are yellow cabs 24/7. The apartment and building has a wide range of amenities including: •	large gym  •	stylish re","445273","2011-03-16","within a few hours","100%","","f","8.0","{email, phone, facebook, reviews, jumio}","t","Downtown Brooklyn","Apartment","Entire home/apt","4","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Gym,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer}","2","2","58.0","93.0","strict","1.02","$220.00"
"534897","Our apartment, beautifully furnished & filled with sunlight, is in one of the most wonderful locations in NYC. On a quiet residential street, but with access to all NYC has to offer. A walk-up, but worth every step to the view, light and charm! In Chelsea, one of the very BEST neighborhoods in NYC, you have easy access to many wonderful NYC attractions, while at the same time enjoying a genuine, relaxing neighborhood atmosphere.  Our spacious and fully furnished apartment has fantastic light and views on a quiet, neighborhood street. We are offering a discounted fee for renters who rent for one full week or longer.  PRIME LOCATION: a few minutes walk from the extensive Chelsea Art Gallery scene and many terrific cafes and restaurants; one block from the High Line entrance; 2 blocks from the Hudson River Park and Chelsea Piers; 5 minute walk to the Meat-packing district and Greenwich Village; excellent subway access (just  minutes to the E & C trains and #1 train); one subway stop from ","2426404","2012-05-21","","","","f","1.0","{email, phone, reviews, jumio}","t","Chelsea","Apartment","Entire home/apt","3","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Safety card,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","6","6.0","100.0","strict","0.13","$230.00"
"18718498","Light soaked bedrooms in a cozy railroad style apartment. Clean, full size bathroom, dining room and fully stocked kitchen for use. LGBT friendly. Great neighborhood with easy access to the city, or Brooklyn Botanical Garden and Prospect Park. A/C/G train accessible within 5 minute walk. B44 bus to Williamsburg. Apartment lived in by a pastry (URL HIDDEN) you'll be treated so some fresh cookies or cakes. And are free to use any if the 75+ herbs on the shelves to make some tea!","42474896","2015-08-25","within a day","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Bedford-Stuyvesant","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Breakfast,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","3","1.0","100.0","flexible","0.27","$120.00"
"15705298","My place is close to Everything. M, E, 4/5/6 trains are walking distance. Tree lined street in prestigious Sutton Place. 24hour doorman. Quaint quiet neighborhood. Close to parks, east side promenade and museums. It's a Bright, Comfortable apartment with large rooms. Dining room table and ample kitchen for eating in. But why stay in when many restaurants, bars and nightlife are steps away? Good for couples, families, and dogs welcome. All the electronics you need. Wi-fi. Fully equipped kitchen. entire apartment Closet subway is E/M at Third Avenue and 53rd Street.","100975608","2016-10-23","within a day","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","Midtown","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Laptop friendly workspace}","1","2","1.0","80.0","moderate","0.11","$245.00"
"7708148","A sprawling duplex with exclusive back yard set on a picturesque tree-lined block, my house offers the best of Brooklyn living. Gorgeous duplex apartment approximately 2000 square feet of living space not including an approximately 800 square foot back yard that is the exclusive property of this rental unit. A couple blocks from the F train, come home after a trip to Manhattan or around Brooklyn to this stylish and relaxed home.  Perfect for one or even two families traveling together with children, set in one of the safest neighborhoods in New York City on the first floor level (no lugging suitcases up multiple flights of stairs!). Main floor -  Master bedroom (king sized bed, 32 inch flat screen) Children's/singles bedroom (bunk beds) Kitchen (d/w) Living area w/ 40 inch flat screen  Private backyard Lower Floor - (can be configured as large queen bed guest area OR second living area / rec room - please confirm set up at booking) 60 inch flat screen downstairs Full Washer Drier Full ","39855629","2015-07-28","","","","f","1.0","{email, phone, facebook, reviews, kba}","t","Carroll Gardens","Apartment","Entire home/apt","6","2.0","3.0","4.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hair dryer,Iron}","2","3","3.0","87.0","strict","0.13","$265.00"
"4574225","Private rooms in a beautiful 6 Bedroom apartment, located in Upper East side/Gracie P Point surrounded by restaurant, bar, lounge, stores,everything you need is near the apartment. Bedroom includes:  * Queen Size Bed with Plasma TV LCD with Cable TV  * High Speed Internet - Wi-Fi  * Fully equipped Kitchen, finishes include white granite counter-tops, appliances, built-in microwave wine cooler and custom cabinetry (shared) * Marble bathroom (shared) * Bar with 4 Chairs (shared)  * Laundry machines and dryer in the apartment * Air-conditioning and Heating  * Unit featuring lot of windows throughout entire apartment * Living room with comfortable Sofa Bed (shared) * Drawers  * Dining table (shared) * Private parking available in front of the building (hourly rates) * Towels and bed sheet included and free of charge *  Spacious Closet and drawer  * SUBWAY 6 Train, few blocks away surrounded, Bars, restaurants, Movie Theater around, supermarket 24/7, in front of the building. . .  * 20 minu","20559017","2014-08-26","within a few hours","93%","","f","10.0","{email, phone, reviews, jumio}","t","East Harlem","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Smoke detector,Essentials}","1","10","2.0","90.0","strict","0.08","$60.00"
"18957522","Welcome to a beautiful apartment in the heart of Manhattan. Great safe area and clean building. Nicely furnished 1 bedroom in the heart of Manhattan- prime Midtown East location. Fully equipped kitchen, linen and home essentials. Walk to Central Park, United Nations, Museums, Shopping, Restaurants... Best of everything! Features queen size bed, comfortable sofa, Cable TV, air conditioning and WiFi. One large walk in closet for all your things. Located on a beautiful quite block with lots of nature. Subway train access includes the 4, 5, 6, , E and M trains. Crosstown bus right across the street. St. 24 hour supermarket around the corner, and minutes walk to Whole Foods Market. Great nightlife area. Few minutes walk to river for a quite escape and beautiful view of the city. Space is cozy with great zen energy. Apartment is 2 1/2  flight walk up. Main Entrance. Parking garage next  to the building for a fee. I will meet you when you arrive to give you keys and when toy check out, simply","37100193","2015-06-30","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, jumio, government_id}","t","Midtown","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Host greets you}","1","2","10.0","92.0","strict","4.17","$122.00"
"4481295","A quiet respite from the bustle of Brooklyn's coolest bars and restaurants. Located on a quiet side street and boasting a private backyard, we are only 2 blocks from Bedford Ave's energetic drag, 5 minutes to the subway & 1 stop to Manhattan! Bright & airy apt in super cool Williamsburg is a perfect home base for any visitor with so many cool bars, restaurants and stores in the neighborhood, & you're only 10 mins from Manhattan. Comfy & quintessential Brooklyn experience! Enjoy our just-renovated modern, minimalist apartment in an INCREDIBLE LOCATION: the very happening north side of Williamsburg in Brooklyn! Large 1 bedroom plus PRIVATE GARDEN! A lovely setting for morning tea or evening cocktails. ABOUT OUR FLAT: *****COMFY AND SUPER CLEAN***** Very comfortable queen sized bed, open clutterless living room, and large eat in kitchen that opens up onto the backyard.  Brand new stainless steel kitchen, kitchen floors were just also just redone. *****EASY CHECK IN/CHECK OUT***** The keys","16510859","2014-06-07","","","","f","1.0","{email, phone, reviews, jumio, kba}","t","Greenpoint","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace}","2","30","76.0","96.0","strict","2.47","$199.00"
"4726893","Awesome East Village location, center of nightlife and restaurants. Amazing duplex apartment. Kitchen and bathrooms are top of the line, RARE full PRIVATE backyard, 3 Bedrooms, plus room for air mattresses and large sofa. LED TVs in all rooms, WiFi Super rare 3-bedroom, 2-story modern condo with a private backyard in the heart of restaurants and nightlife in the East Village.  We will not be in the City during the rental period, but will have a management company ready for key handoff and cleaning.  This is seriously the best neighborhood in the City, I've been here for 8 years.  It boasts the highest density of bars and restaurants in the world and is truly the middle of all the action.  The L train is 3-blocks away and provides convenient access to Brooklyn and all of Manhattan via transfers at Union Square, 6th Ave. and the westside just 4 stops away.  ","1031900","2011-08-28","within a few hours","80%","","f","2.0","{email, phone, facebook, reviews, jumio}","t","East Village","Apartment","Entire home/apt","8","2.5","3.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo}","6","2","9.0","98.0","moderate","0.27","$815.00"
"15827516","My place is close to Times Square, the Javits Center, and Hammerstein Ballroom. You’ll love my place because of the views, the location, the building, and the amenities. My place is good for couples, solo adventurers, and business travelers. I use a concierge service that will be available 24/7 for any questions or concerns that you may have during your stay! Just message through Airbnb, and they'll get back to you promptly. Bursting with energy and devilish charisma, Hell’s Kitchen continues to evolve as high-rises move in and crooked characters move out. This classic New York City neighborhood is near it all—theaters on Broadway, green lawns in Central Park, and revered mom-and-pop culinary mainstays. As a storied NYC haunt, Hell’s Kitchen lives up to its unmistakable mystique. Very close proximity to Port Authority Bus Terminal, Lincoln Tunnel, Penn Station. Train Service nearby includes: 7, ACE, 123, & NQR","102478101","2016-11-04","","","","f","1.0","{email, google, reviews, jumio, government_id}","f","Hell's Kitchen","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","2","4.0","100.0","strict","0.4","$289.00"
"6886371","Large, sunny studio apartment in the heart of Hell's Kitchen! Quiet Block. Elevator building with a view. Close to tons of bars and restaurants, Times Square, Theater district, Central Park, Hudson River Park, and many subway lines for easy transit.","1694147","2012-02-03","","","","f","1.0","{email, phone, facebook, linkedin, amex, reviews, kba, work_email}","t","Hell's Kitchen","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_50}","1","2","8.0","100.0","strict","0.31","$175.00"
"416426","A modern, open living space with a private garden/terrace, fully equipped kitchen, central air and comfortable feel. Quiet building just minutes away from express subway and access to all that NYC offers. Experience  Manhattan-townhouse-style living in this comfortable and modern ”brownstone” apartment located right in the heart of Manhattan’s Upper West Side! Our modern, open-floor-plan contemporary apartment is an excellent base from which to explore the city. The living space of this apartment takes up the entire ground floor, originally called the 'garden floor' by the wealthy merchant family who built it in 1875. This apartment is easily accessed from the street level; if climbing stairs is undesirable, this is an excellent choice. The apartment sleeps 6 people comfortably. One bedroom (the bunkhouse) sleeps four in two twin bunk beds. The other bedroom has a queen bed. A queen sized air mattress is also available if needed. There is one full bathroom. Central Park is just steps","970385","2011-08-14","within an hour","100%","","f","3.0","{email, phone, reviews, jumio, government_id}","t","Upper West Side","Apartment","Entire home/apt","6","1.0","2.0","5.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Laptop friendly workspace}","6","3","17.0","92.0","moderate","0.27","$349.00"
"13650422","Lofted studio located in the Financial District. (1 min.) walk to the South Street Seaport, (5 min.) walk the World Trade Center, (3 min.) walk to the Brooklyn Bridge, (2 min.) walk to Wall Street, (10 min.) walk to Chinatown and Tribeca.   Transportation: Located near all major subway lines (2, 3, 4, 5, A, C, R, J, Z) Fulton Street stop.  I'm near the Ferry to Brooklyn. It is also very easy to catch a taxi. In a great location very large space & high ceilings. Good for couples and solo.","2486611","2012-05-28","within a day","75%","","f","1.0","{email, phone, facebook, reviews}","f","Financial District","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","5","5.0","100.0","flexible","0.34","$130.00"
"3456576","Why choosing a tiny hotel room when you can enjoy an entire ground Fl studio APT in the heart of the cultural district of Brooklyn; a few steps from most subway lines, and from a wide range of restaurants, bars, coffee shops, groceries, and theaters. This ground floor  apartment is perfect either for one or two people.  The space is uber comfortable, clean, and accessible from anyplace in NYC. Wi-Fi, Apple TV-Netflix, heating system, AC, clean towels, clean linens, full closet space, hair dryer. As needed. The apartment is located in our beautiful brownstone in one of the many historic tree-lined blocks in Fort Greene; a few steps from the subway. A block and a half from the studio is the historic Fort Greene Park, with great running paths, beautiful old trees and wide-open lawn. The studio is 3 minutes from BAM (the Brooklyn Academy for Music and Dance), the second major culture center in NYC, and a few steps from a wide range of restaurants and bars. With the Subway you get to any pl","17419817","2014-06-29","within an hour","100%","","f","2.0","{email, phone, reviews, kba}","t","Fort Greene","House","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Private entrance,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Stove,Cleaning before checkout}","2","2","176.0","93.0","moderate","4.61","$124.00"
