"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"4787415","14282414","2014-04-14","N/A","N/A","N/A","f","1","['email', 'phone', 'google', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","4","2.0","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Shampoo}","4","3","strict","$175.00"
"1602488","8539521","2013-08-30","within a few hours","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","House","Private room","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Indoor Fireplace,Heating,Family/Kid Friendly,Smoke Detector,Essentials}","2","1","moderate","$95.00"
"8459215","44528586","2015-09-18","within an hour","100%","N/A","f","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","North Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector}","1","2","flexible","$100.00"
"10274175","37483726","2015-07-04","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","North Queen Anne","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Kitchen}","1","1","flexible","$46.00"
"9167786","956883","2011-08-11","within a few hours","96%","100%","f","3","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,24-Hour Check-in,Hangers,Hair Dryer,Iron}","1","1","flexible","$50.00"
"5686435","5072241","2013-02-13","within a day","100%","100%","f","1","['email', 'phone', 'reviews', 'jumio']","t","North Queen Anne","House","Entire home/apt","6","2.5","3","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","3","strict","$445.00"
"7939058","19839856","2014-08-11","within a day","75%","100%","f","1","['email', 'phone', 'reviews', 'jumio']","t","North Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Shampoo}","1","1","moderate","$75.00"
"8392801","5570496","2013-03-22","within an hour","100%","100%","f","1","['email', 'phone', 'reviews', 'jumio']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","2","moderate","$100.00"
"7404370","28648670","2015-03-02","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews']","f","North Queen Anne","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Smoke Detector,Carbon Monoxide Detector,Essentials}","1","2","moderate","$130.00"
"3720511","6117728","2013-04-27","within a day","100%","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","5","3.0","3","3","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Hot Tub,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials}","3","2","moderate","$235.00"
"8193332","9318707","2013-10-09","within a few hours","100%","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","North Queen Anne","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$100.00"
"7957904","41969815","2015-08-20","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$120.00"
"4555997","18342756","2014-07-18","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","4","1.0","0","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","1","4","moderate","$80.00"
"2267088","9560339","2013-10-21","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","5","1.0","2","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Breakfast,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hair Dryer,Iron,Laptop Friendly Workspace}","4","2","moderate","$110.00"
"108468","561271","2011-05-05","within a day","100%","100%","f","1","['email', 'facebook', 'reviews']","f","North Queen Anne","House","Entire home/apt","9","3.0","4","5","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Shampoo}","9","3","strict","$395.00"
"6400379","26130164","2015-01-14","within a few hours","100%","100%","f","2","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","North Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","1","moderate","$88.00"
"5948003","24429939","2014-12-03","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","North Queen Anne","Condominium","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Pool,Kitchen,Free Parking on Premises,Breakfast,Elevator in Building,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","flexible","$55.00"
"5058086","10194168","2013-11-22","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$145.00"
"1209255","1303314","2011-10-17","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","6","2.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Essentials,Shampoo}","1","2","strict","$425.00"
"1914051","9232171","2013-10-04","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Shampoo}","2","2","strict","$114.00"
"2923529","14926558","2014-04-30","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","North Queen Anne","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","2","flexible","$110.00"
"1027860","34943","2009-08-30","N/A","N/A","N/A","f","1","['phone', 'reviews']","f","North Queen Anne","House","Entire home/apt","5","2.0","2","4","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer}","1","7","strict","$300.00"
"2373176","9232171","2013-10-04","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Shampoo}","2","2","strict","$117.00"
"6404427","1262470","2011-10-08","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Hot Tub,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","4","2","moderate","$275.00"
"8517602","13870400","2015-09-14","within an hour","100%","100%","f","1","['email', 'phone', 'reviews']","f","North Queen Anne","House","Private room","2","1.5","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,Hangers,Hair Dryer}","2","1","flexible","$85.00"
"7035240","685350","2011-06-10","N/A","N/A","N/A","f","1","['email', 'phone']","f","North Queen Anne","House","Entire home/apt","8","1.5","3","5","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials}","1","7","flexible","$300.00"
"4583161","1511749","2011-12-17","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Free Parking on Premises,Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","moderate","$53.00"
"7967844","2425448","2012-05-21","within an hour","100%","100%","t","4","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Smoke Detector,First Aid Kit,Safety Card,Essentials,Shampoo}","1","1","moderate","$107.00"
"6562393","34002693","2015-05-22","N/A","N/A","100%","t","1","['email', 'phone', 'google', 'reviews', 'jumio', 'kba']","t","North Queen Anne","House","Entire home/apt","6","2.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Hot Tub,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials}","1","3","flexible","$348.00"
"7807087","1649939","2012-01-25","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Internet,Wireless Internet,Pets live on this property,Dog(s),Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Laptop Friendly Workspace}","2","1","strict","$89.00"
"5405643","10952315","2014-01-01","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","7","1.0","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","4","2","moderate","$89.00"
"7011200","23353091","2014-11-04","within a few hours","100%","100%","t","1","['email', 'phone', 'google', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$89.00"
"610989","3029318","2012-07-23","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Bed & Breakfast","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Doorman,Breakfast,Pets live on this property,Dog(s),Indoor Fireplace,Heating}","1","2","strict","$209.00"
"7839535","26130164","2015-01-14","within a few hours","100%","100%","f","2","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","North Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Essentials,Shampoo}","1","1","flexible","$76.00"
"4814894","24796943","2014-12-13","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","North Queen Anne","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","2","3","flexible","$74.00"
"186328","895223","2011-07-30","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","6","3.0","3","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Washer,Dryer}","5","3","strict","$250.00"
"7492877","39243231","2015-07-22","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","2","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Other pet(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$180.00"
"6576228","34397733","2015-05-27","within a day","67%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","Condominium","Entire home/apt","5","1.0","2","2","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials}","1","1","flexible","$179.00"
"241016","956883","2011-08-11","within a few hours","96%","100%","f","3","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","3","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Shampoo}","2","2","moderate","$115.00"
"6968101","15792177","2014-05-21","within a few hours","89%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","5","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$140.00"
"5648564","24091986","2014-11-24","within a day","50%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","North Queen Anne","Apartment","Entire home/apt","4","1.5","2","4","Real Bed","{}","4","5","strict","$150.00"
"4116645","21265939","2014-09-12","within a few hours","70%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","North Queen Anne","Apartment","Entire home/apt","3","1.0","1","2","Futon","{TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","1","flexible","$70.00"
"2419879","8539521","2013-08-30","within a few hours","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","6","2.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Washer,Dryer}","1","3","flexible","$300.00"
"6425735","12322681","2014-02-17","N/A","N/A","N/A","f","1","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","North Queen Anne","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Essentials}","1","1","moderate","$99.00"
"8105351","23583849","2014-11-10","within an hour","100%","100%","f","1","['email', 'phone', 'reviews', 'jumio']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","2","Real Bed","{Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,Hair Dryer,Iron}","1","1","strict","$89.00"
"9136499","3761409","2012-10-04","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews']","f","North Queen Anne","Townhouse","Private room","1","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Lock on Bedroom Door,Hangers,Iron}","1","1","flexible","$100.00"
"3639023","18362115","2014-07-19","within an hour","100%","100%","f","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","North Queen Anne","Townhouse","Private room","2","1.5","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","2","moderate","$84.00"
"6724599","18394291","2014-07-19","within a day","67%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","4","moderate","$97.00"
"4211629","5707983","2013-03-31","N/A","N/A","N/A","t","1","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher}","1","3","moderate","$116.00"
"7151924","361961","2011-01-25","within an hour","95%","100%","t","4","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","North Queen Anne","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$150.00"
"704764","3620313","2012-09-19","within a few hours","90%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Breakfast,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","moderate","$110.00"
"1796217","74305","2010-01-27","within a few hours","94%","100%","f","34","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","North Queen Anne","House","Entire home/apt","8","2.5","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","strict","$265.00"
"4661812","5038407","2013-02-10","within a day","60%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","North Queen Anne","Apartment","Entire home/apt","6","1.0","2","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Essentials}","2","3","strict","$115.00"
"8811945","43606065","2015-09-07","within a few hours","100%","100%","f","1","['email', 'phone', 'linkedin', 'jumio', 'kba']","t","North Queen Anne","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","4","6","moderate","$100.00"
"1090307","1722314","2012-02-08","within an hour","100%","N/A","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","Green Lake","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating}","2","2","flexible","$109.00"
"15108","39377","2009-09-18","within a few hours","100%","100%","f","3","['email', 'phone', 'facebook', 'reviews']","f","Green Lake","House","Private room","2","1.5","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Hot Tub,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher}","1","1","moderate","$60.00"
"1882316","1102542","2011-09-02","within an hour","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","Green Lake","House","Entire home/apt","6","3.0","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials}","1","3","flexible","$249.00"
"1095207","2673397","2012-06-18","within a day","100%","N/A","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","Green Lake","House","Entire home/apt","7","3.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Hot Tub,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$250.00"
"1343805","3939559","2012-10-21","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","Green Lake","House","Entire home/apt","4","2.0","3","1","Real Bed","{Internet,Kitchen,Indoor Fireplace,Heating,Washer,Dryer}","1","26","flexible","$100.00"
"9217150","33931765","2015-05-21","within a few hours","90%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","Green Lake","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Iron,Laptop Friendly Workspace}","2","1","moderate","$74.00"
"103920","541406","2011-04-28","within a day","100%","100%","f","2","['email', 'phone', 'reviews']","f","Green Lake","House","Entire home/apt","4","1.0","2","2","Real Bed","{Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Shampoo}","2","3","strict","$235.00"
"2215336","11299221","2014-01-14","within an hour","92%","100%","f","4","['email', 'phone', 'reviews', 'kba']","t","Green Lake","Apartment","Entire home/apt","5","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Cat(s),Heating,Family/Kid Friendly,Washer,Dryer}","1","3","strict","$99.00"
"1483944","7940700","2013-08-04","within an hour","100%","100%","f","2","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","Green Lake","House","Private room","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Free Parking on Premises,Breakfast,Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","1","moderate","$96.00"
"6466129","16637594","2014-06-10","within a few hours","100%","100%","t","1","['email', 'phone', 'reviews']","f","Green Lake","House","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","2","1","strict","$92.00"
"8536441","25138851","2014-12-23","within a day","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","Green Lake","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$85.00"
"6262987","32546254","2015-05-04","within a few hours","100%","100%","f","2","['email', 'phone', 'google', 'reviews', 'kba']","t","Green Lake","House","Private room","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","1","moderate","$55.00"
"8379081","44157998","2015-09-14","within an hour","100%","100%","f","1","['email', 'phone', 'reviews']","f","Green Lake","House","Private room","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets Allowed,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","2","moderate","$55.00"
"8365938","44092821","2015-09-13","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","Green Lake","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Breakfast,Indoor Fireplace,Heating,Family/Kid Friendly}","1","1","flexible","$80.00"
