"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"4149022","407772","2011-02-24","a few days or more","0%","N/A","f","1","{email, phone, facebook, reviews, kba}","t","40.68172338948306","-73.93724665898013","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","3","2","25","2014-11-30","2016-10-23","94","10","10","10","10","9","9","strict","0.72","$150.00"
"2576206","10604652","2013-12-13","within a day","100%","N/A","f","1","{email, phone, reviews, jumio, work_email}","t","40.68372275375617","-73.9495606313487","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Smoke detector,Essentials}","1","2","14","2014-08-11","2017-07-23","95","10","9","10","10","9","10","strict","0.37","$65.00"
"13586284","1725907","2012-02-09","within a few hours","100%","N/A","f","1","{email, phone, reviews, jumio, work_email}","t","40.685408895527885","-73.92392182707363","House","Entire home/apt","6","2.5","3","4","Real Bed","{Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove}","1","3","4","2016-08-27","2017-08-16","85","10","9","10","10","9","9","strict","0.30","$195.00"
"7688088","2591770","2012-06-09","N/A","N/A","N/A","f","1","{email, phone, facebook, reviews, jumio, work_email}","t","40.68039079559891","-73.94161979789132","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Pets live on this property,Dog(s),Cat(s),Indoor fireplace,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","4","3","6","2015-09-15","2017-01-02","93","9","10","10","10","8","9","strict","0.24","$78.00"
"20729784","118610146","2017-03-01","within an hour","100%","N/A","f","1","{email, phone, facebook, reviews}","f","40.68670184186745","-73.92699834604461","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hangers,Self Check-In,Keypad,Bathtub}","1","1","1","2017-09-04","2017-09-04","100","10","10","10","10","10","10","flexible","1","$80.00"
"18960386","132219056","2017-05-27","within a few hours","100%","N/A","f","3","{email, phone, google, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","40.69090818974287","-73.93667428896391","Apartment","Private room","2","2.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Room-darkening shades,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed}","1","1","12","2017-06-11","2017-09-29","87","9","10","9","9","9","9","moderate","3.13","$39.00"
"14372880","24589216","2014-12-07","N/A","N/A","N/A","f","7","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","40.69230861357525","-73.94145762155428","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","11","2016-08-22","2016-10-31","85","9","9","9","9","9","9","strict","0.81","$40.00"
"14104595","15011712","2014-05-02","within an hour","100%","N/A","f","1","{email, phone, reviews, jumio}","t","40.69584743818482","-73.94227433541487","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Washer,Dryer,Smoke detector,Essentials,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","1","5","2","2016-09-02","2017-09-17","80","10","10","10","9","8","9","moderate","0.15","$77.00"
"5066900","25052740","2014-12-21","within a few hours","100%","N/A","t","3","{email, phone, reviews, kba}","t","40.696035043679046","-73.9450413878385","House","Private room","1","1.0","1","1","Airbed","{TV,Wireless Internet,Kitchen,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","7","6","2016-04-11","2017-09-30","100","9","8","10","10","10","9","strict","0.33","$50.00"
"14373079","1359449","2011-11-01","within an hour","100%","N/A","f","2","{email, phone, facebook, reviews, jumio, government_id}","t","40.689164479118425","-73.93956854795965","House","Private room","2","2.0","1","1","Real Bed","{TV,Wireless Internet,Heating,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","45","2016-08-22","2017-09-25","91","10","10","10","10","9","9","moderate","3.31","$65.00"
"20046553","142398188","2017-07-25","within an hour","100%","N/A","f","3","{email, phone, reviews}","f","40.692915019849316","-73.93108263376998","Apartment","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Washer,Dryer,Essentials}","1","1","7","2017-08-02","2017-08-30","100","10","9","10","10","10","10","flexible","3.33","$36.00"
"3529500","14902860","2014-04-29","within an hour","100%","N/A","f","5","{email, phone, reviews, kba}","t","40.68388339464063","-73.9442737771529","Apartment","Entire home/apt","6","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo}","4","3","31","2014-10-27","2017-09-14","88","9","9","10","10","9","9","strict","0.87","$151.00"
"7819704","40070423","2015-07-30","N/A","N/A","N/A","f","1","{email, phone, reviews}","f","40.68740762237017","-73.92621531958677","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Shampoo}","2","3","5","2015-09-02","2016-05-16","100","10","10","10","10","10","10","strict","0.20","$70.00"
"12472839","22651556","2014-10-17","N/A","N/A","N/A","t","1","{email, phone, reviews, kba}","t","40.695358309422375","-73.95216469392435","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Gym,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in}","4","2","16","2016-04-24","2017-06-18","100","10","10","10","10","9","10","moderate","0.91","$150.00"
"19485309","311286","2010-12-06","within a few hours","100%","N/A","f","5","{email, phone, reviews}","f","40.68700281256974","-73.92742458222878","Apartment","Private room","2","2.0","1","1","Real Bed","{TV,Wireless Internet,Heating,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","3","2","2017-07-29","2017-08-31","100","10","10","10","10","10","9","strict","0.90","$60.00"
"15422083","5053976","2013-02-11","within a few hours","88%","N/A","f","3","{email, phone, facebook, reviews, jumio}","t","40.68988973697036","-73.95878373772024","Loft","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","4","13","2016-10-19","2017-09-17","98","10","9","10","10","10","10","flexible","1.11","$50.00"
"5329548","27618366","2015-02-11","within a day","50%","N/A","f","1","{email, phone, facebook, reviews, jumio, work_email}","t","40.68106905851014","-73.93944561447643","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Kitchen,Pets live on this property,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials}","1","2","3","2015-06-08","2017-05-09","87","9","9","10","10","9","9","flexible","0.11","$110.00"
"19288734","102595868","2016-11-05","within an hour","90%","N/A","f","1","{email, phone, facebook, linkedin, reviews, jumio, offline_government_id, kba, selfie, government_id, identity_manual}","t","40.692630339181456","-73.95604881210419","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Indoor fireplace,Smoke detector,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room,Private entrance}","1","2","2","2017-07-15","2017-08-19","100","10","10","10","9","10","10","moderate","0.74","$90.00"
"14486991","89383449","2016-08-11","within an hour","100%","N/A","f","1","{phone, reviews}","f","40.6833756737789","-73.94789222622416","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Laptop friendly workspace}","1","3","29","2016-08-22","2017-09-17","90","9","8","10","10","10","9","strict","2.13","$95.00"
"13587161","78461025","2016-06-18","N/A","N/A","N/A","f","1","{email, phone, reviews, kba}","t","40.69123477677463","-73.93598988397659","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","16","2016-08-08","2017-06-19","93","10","10","10","10","9","9","moderate","1.14","$120.00"
"2918393","14902860","2014-04-29","within an hour","100%","N/A","f","5","{email, phone, reviews, kba}","t","40.68432020557536","-73.94249694563536","Apartment","Entire home/apt","6","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo}","3","1","25","2014-05-11","2017-06-12","86","9","9","10","10","8","9","strict","0.60","$151.00"
"18689588","127767","2010-05-18","within an hour","100%","N/A","f","1","{email, phone, facebook, reviews, work_email}","f","40.69170744428819","-73.95374432515742","Apartment","Entire home/apt","3","1.0","0","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","2","2","2017-06-30","2017-07-22","100","10","10","10","10","10","10","moderate","0.63","$98.00"
"18568171","54548000","2016-01-13","within an hour","100%","N/A","f","2","{email, phone, facebook, google, linkedin, reviews, kba}","t","40.67779436888639","-73.92290039271532","House","Private room","2","2.5","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed}","1","1","17","2017-06-16","2017-09-26","93","9","9","10","9","9","9","strict","4.64","$70.00"
"4936694","2439175","2012-05-22","within a few hours","100%","N/A","f","1","{email, phone, facebook, reviews, jumio}","t","40.69147258777504","-73.94112569343343","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets live on this property,Cat(s),Elevator,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","104","2015-02-17","2017-09-01","94","10","9","10","10","8","10","strict","3.25","$65.00"
"8213488","28025816","2015-02-19","within a few hours","100%","N/A","t","1","{email, phone, reviews, jumio}","t","40.68804855514568","-73.95102939847881","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Host greets you}","1","3","136","2015-09-08","2017-10-02","96","10","10","10","10","9","10","strict","5.39","$65.00"
"20529239","1526757","2011-12-22","within a few hours","100%","N/A","f","11","{email, phone, google, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","40.68395717753583","-73.94694695068776","Apartment","Private room","2","4.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Bed linens,Extra pillows and blankets}","1","1","2","2017-09-01","2017-09-04","90","10","10","10","10","10","9","strict","1.82","$55.00"
"9560935","574453","2011-05-10","N/A","N/A","N/A","f","1","{email, phone, facebook, reviews, jumio}","t","40.682093130417925","-73.92818394128719","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Hot tub,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room}","1","3","2","2017-05-17","2017-07-15","100","10","10","10","10","10","10","moderate","0.43","$70.00"
"13689706","46083939","2015-10-08","within an hour","100%","N/A","f","1","{email, phone, linkedin, reviews, jumio, government_id}","t","40.69007737475668","-73.92661262215204","Apartment","Entire home/apt","3","1.0","0","1","Real Bed","{TV,Air conditioning,Kitchen,Free parking on premises,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron}","2","1","32","2016-07-20","2017-10-01","94","10","10","10","10","9","10","strict","2.18","$120.00"
"9786543","49293531","2015-11-17","within a day","67%","N/A","t","2","{email, phone, google, reviews, kba}","t","40.686660028194936","-73.9272383533159","House","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Garden or backyard,Long term stays allowed}","1","14","6","2016-06-19","2017-09-10","100","10","10","10","10","10","10","strict","0.38","$60.00"
"8148182","43019000","2015-08-31","within an hour","100%","N/A","f","2","{email, phone, reviews, kba}","t","40.689842239807575","-73.95028683849979","Apartment","Entire home/apt","5","1.0","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo}","1","14","12","2015-09-07","2016-08-20","93","10","9","9","10","10","9","flexible","0.47","$100.00"
"10966240","56887361","2016-01-31","N/A","N/A","N/A","f","1","{phone, facebook, reviews}","f","40.68635536875354","-73.92599145672469","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Essentials,24-hour check-in,Laptop friendly workspace}","1","1","1","2016-02-27","2016-02-27","100","10","10","10","10","10","10","flexible","0.05","$30.00"
"3728309","19046961","2014-07-28","within a day","100%","N/A","f","1","{email, phone, facebook, reviews, kba}","t","40.68905138018635","-73.92684615870822","Apartment","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Free parking on premises,Pets live on this property,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","2","2017-05-16","2017-07-13","100","10","10","10","10","10","10","flexible","0.43","$45.00"
"16471707","538300","2011-04-27","a few days or more","44%","N/A","f","1","{email, phone, reviews, jumio}","t","40.696503486495","-73.96010143991451","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","7","2017-01-11","2017-09-03","90","10","10","10","9","9","10","strict","0.79","$54.00"
"7988156","42159979","2015-08-21","within an hour","100%","N/A","f","1","{phone, reviews}","f","40.685075228940576","-73.93065250975334","Apartment","Entire home/apt","7","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo}","4","2","97","2015-09-04","2017-09-09","92","10","9","10","10","8","9","strict","3.82","$145.00"
"13063882","14755396","2014-04-26","N/A","N/A","N/A","f","1","{email, phone, reviews, jumio}","t","40.67813620482711","-73.92302290128463","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","1","5","1","2016-09-18","2016-09-18","100","10","10","10","10","10","10","moderate","0.08","$100.00"
"4282178","21641206","2014-09-22","within an hour","100%","N/A","f","3","{email, phone, reviews, kba}","t","40.697236743240225","-73.94914285144358","Apartment","Private room","3","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance,Hot water,Bed linens}","2","1","198","2014-10-15","2017-09-17","92","10","9","10","10","9","9","strict","5.47","$53.00"
"16078776","103619582","2016-11-13","within a day","50%","N/A","f","6","{phone, reviews}","f","40.69193370368966","-73.93110885584728","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","2","3","14","2016-12-12","2017-06-19","81","9","8","8","8","9","10","strict","1.42","$65.00"
"16734212","19001553","2014-07-27","within an hour","100%","N/A","f","1","{email, phone, facebook, reviews, kba, work_email}","t","40.68949240624818","-73.9556979258552","Apartment","Entire home/apt","3","2.0","0","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","3","7","2017-01-15","2017-09-10","100","10","10","10","10","10","10","strict","0.80","$125.00"
"18634847","21402517","2014-09-16","within a few hours","100%","N/A","f","1","{email, phone, reviews, jumio, offline_government_id, government_id, work_email}","t","40.694177457186186","-73.94446731292793","Apartment","Private room","1","2.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Bathtub}","1","2","4","2017-06-19","2017-09-10","100","10","9","10","10","10","10","strict","1.12","$50.00"
"16031639","3559865","2012-09-13","within a few hours","90%","N/A","f","1","{email, phone, reviews, jumio}","t","40.68904006000807","-73.94789990090032","Townhouse","Entire home/apt","6","2.5","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smart lock,Private entrance,Bathtub,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Garden or backyard,Luggage dropoff allowed}","4","2","9","2017-01-02","2017-08-27","93","10","9","10","10","9","10","moderate","0.98","$230.00"
"13064386","23909946","2014-11-18","within an hour","100%","N/A","f","3","{email, phone, reviews, jumio, government_id, work_email}","t","40.68604263291234","-73.91923926118227","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Keypad}","1","7","15","2016-06-12","2017-09-12","95","9","9","10","10","9","10","strict","0.94","$50.00"
"18714333","125707445","2017-04-13","within an hour","100%","N/A","f","2","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","40.68426108171339","-73.95458934550352","Apartment","Private room","2","1.5","1","1","Real Bed","{Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Cleaning before checkout,Hot water kettle}","1","1","7","2017-07-29","2017-09-28","83","9","8","9","9","8","9","strict","3.13","$65.00"
"1399352","7557833","2013-07-17","within an hour","100%","N/A","f","6","{email, phone, reviews, kba}","t","40.69243327645263","-73.94547157035731","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,24-hour check-in,Hair dryer,Iron}","2","2","30","2013-10-05","2017-09-03","87","8","7","9","9","8","9","strict","0.62","$70.00"
"3627589","3562322","2012-09-13","within an hour","100%","N/A","t","5","{email, phone, reviews, kba, work_email}","t","40.68599455374715","-73.95182117383256","House","Private room","1","2.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","15","48","2014-08-08","2017-08-31","92","10","9","10","10","9","9","strict","1.25","$34.00"
"744227","128657","2010-05-20","within a day","100%","N/A","f","1","{email, phone, reviews}","f","40.692905075265855","-73.94268809826887","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials}","2","2","6","2012-10-31","2015-12-31","100","9","10","10","10","8","10","strict","0.10","$175.00"
"9788435","987941","2011-08-18","within an hour","100%","N/A","f","1","{email, phone, facebook, reviews, kba}","t","40.68039086151942","-73.94221012645686","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","4","41","2016-01-31","2017-09-23","88","10","9","9","10","8","9","strict","2.01","$140.00"
"8055508","40176101","2015-08-01","within an hour","100%","N/A","f","7","{email, phone, reviews, jumio}","t","40.68916592194111","-73.92900820165444","Guesthouse","Private room","2","2.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed}","1","1","139","2015-09-08","2017-09-28","95","10","9","10","10","9","10","strict","5.51","$69.00"
"3529503","6491377","2013-05-20","within an hour","100%","N/A","t","1","{email, phone, reviews, kba}","t","40.69334395592698","-73.94607937878283","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","2","48","2014-09-02","2017-09-07","95","10","10","10","10","9","9","moderate","1.28","$75.00"
"20012263","17591452","2014-07-03","within an hour","100%","N/A","f","1","{email, phone, reviews, jumio, work_email}","t","40.683901028288744","-73.94452378050438","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Essentials,Shampoo,Lock on bedroom door,Laptop friendly workspace,Private living room,Private entrance}","1","5","3","2017-08-18","2017-08-28","93","10","9","10","10","10","10","flexible","1.91","$85.00"
"19983748","141740738","2017-07-21","within an hour","100%","N/A","f","1","{email, phone, reviews}","f","40.679326430459284","-73.94909506459938","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hangers,Iron}","1","2","6","2017-07-24","2017-08-27","80","9","9","10","10","8","8","flexible","2.50","$65.00"
