"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month"
"8686165","https://a2.muscache.com/im/pictures/7d7c9d91-5029-4aef-86da-a38a799a678a.jpg?aki_policy=large","12243051","2014-02-14","within a few hours","71%","98%","f","https://a2.muscache.com/im/pictures/50576553-3d63-4e1e-8adf-8f4b4b7f09fe.jpg?aki_policy=profile_x_medium","363","['email', 'phone', 'reviews', 'manual_offline', 'jumio']","t","42.34632376109648","-71.06301626598292","Condominium","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Pool,Kitchen,Pets Allowed,Doorman,Gym,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$199.00","2","3","14","2015-10-28","2016-08-15","91","10","10","9","9","9","9","strict","1.33"
"4750791","https://a0.muscache.com/im/pictures/66428139/86e2864d_original.jpg?aki_policy=large","508268","2011-04-14","within a few hours","100%","87%","t","https://a1.muscache.com/im/users/508268/profile_pic/1393683305/original.jpg?aki_policy=profile_x_medium","12","['email', 'phone', 'reviews']","f","42.337661246627015","-71.07280867691911","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Elevator in Building,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$239.00","2","3","16","2015-03-29","2016-09-01","93","10","10","10","10","10","9","strict","0.91"
"8846202","https://a2.muscache.com/im/pictures/111888995/d7293ed7_original.jpg?aki_policy=large","2405780","2012-05-18","within a day","92%","93%","f","https://a1.muscache.com/im/users/2405780/profile_pic/1437966042/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.34641699535807","-71.07314861196369","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$185.00","1","3","11","2016-03-02","2016-08-17","98","10","10","10","10","10","9","moderate","1.74"
"2292495","https://a0.muscache.com/im/pictures/51912902/e868b3af_original.jpg?aki_policy=large","9653086","2013-10-27","within a few hours","100%","75%","f","https://a2.muscache.com/im/users/9653086/profile_pic/1384552056/original.jpg?aki_policy=profile_x_medium","11","['email', 'phone', 'reviews', 'kba']","t","42.34032332598296","-71.0757153441531","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher}","$175.00","1","1","27","2014-09-17","2016-08-26","93","10","9","10","10","9","9","strict","1.12"
"13171246","https://a2.muscache.com/im/pictures/39c49ee5-a492-496b-bf00-17088f78c584.jpg?aki_policy=large","558997","2011-05-05","within a day","100%","67%","f","https://a2.muscache.com/im/pictures/3e8acbcd-9310-4b31-9336-7277afa1fa0b.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.339183216320194","-71.07818450213286","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials}","$200.00","1","2","4","2016-06-16","2016-07-17","95","10","10","10","10","10","10","strict","1.43"
"1489289","https://a0.muscache.com/im/pictures/52173748/520218b4_original.jpg?aki_policy=large","7964081","2013-08-05","within an hour","100%","86%","f","https://a1.muscache.com/im/users/7964081/profile_pic/1375751915/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.33663177716327","-71.0748854317807","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Heating,Smoke Detector,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$175.00","1","1","39","2014-09-11","2016-08-17","93","9","9","10","10","9","9","strict","1.61"
"14591627","https://a2.muscache.com/im/pictures/8975818c-960b-48b8-9989-b650710d7d01.jpg?aki_policy=large","90491687","2016-08-17","within an hour","100%","100%","f","https://a2.muscache.com/im/pictures/aaa5aedf-73a3-444d-90d9-9a3a70fbb1c4.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","42.33811321506902","-71.07821869860776","Condominium","Private room","3","1.5","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$125.00","2","1","4","2016-08-22","2016-08-28","100","10","10","10","10","10","10","moderate","4"
"12384469","https://a2.muscache.com/im/pictures/5308e566-199d-4d02-8dc7-582d01a1fe28.jpg?aki_policy=large","10757098","2013-12-22","within a few hours","100%","100%","f","https://a2.muscache.com/im/pictures/7485a0c6-cb54-4070-bc1c-bd3f8f5ab24a.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'jumio']","t","42.33651865916773","-71.0696988629383","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Laptop Friendly Workspace}","$150.00","2","5","1","2016-08-01","2016-08-01","100","10","10","10","10","10","10","flexible","0.79"
"9933886","https://a2.muscache.com/im/pictures/9b5bff8a-d837-42e0-8e53-1b71fe49e0d7.jpg?aki_policy=large","51060208","2015-12-11","within a day","90%","76%","f","https://a2.muscache.com/im/pictures/8a37c48b-08a8-4c30-a052-23dafe7716ca.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.34707029449362","-71.07089195770527","Dorm","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Elevator in Building,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,Shampoo,Lock on Bedroom Door,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$75.00","1","1","23","2016-02-15","2016-08-22","83","8","9","9","9","9","8","flexible","3.35"
"7205210","https://a1.muscache.com/im/pictures/91368597/29ef59d6_original.jpg?aki_policy=large","37726868","2015-07-06","within an hour","100%","100%","t","https://a1.muscache.com/im/users/37726868/profile_pic/1436228363/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.340536970144","-71.07174927428004","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_50}","$200.00","2","1","11","2015-07-27","2016-04-19","100","10","10","10","10","10","10","moderate","0.81"
"13318173","https://a2.muscache.com/im/pictures/f97212f8-cf87-4560-9637-45dc22b5c0e9.jpg?aki_policy=large","75303372","2016-06-01","within a few hours","100%","100%","f","https://a2.muscache.com/im/pictures/441129a8-e4c5-4aea-a353-b396f84dd4e1.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'jumio']","t","42.341369565015626","-71.07886725564435","Apartment","Entire home/apt","3","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Indoor Fireplace,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$275.00","2","2","7","2016-06-13","2016-08-21","100","10","10","10","10","10","9","flexible","2.41"
"5783197","https://a2.muscache.com/im/pictures/105783890/64a25fde_original.jpg?aki_policy=large","4552954","2013-01-02","within a few hours","100%","83%","t","https://a1.muscache.com/im/users/4552954/profile_pic/1427324369/original.jpg?aki_policy=profile_x_medium","3","['email', 'phone', 'reviews', 'kba']","t","42.34289559128459","-71.0742316809028","Apartment","Entire home/apt","5","2.0","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Pets live on this property,Dog(s),Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","$600.00","4","3","35","2015-04-21","2016-08-13","99","10","10","10","10","10","10","moderate","2.08"
"7796658","https://a1.muscache.com/im/pictures/102553494/5c6cb182_original.jpg?aki_policy=large","2064438","2012-04-03","within a day","100%","100%","f","https://a1.muscache.com/im/users/2064438/profile_pic/1433380158/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","42.3443699748363","-71.06547543523293","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Pets live on this property,Elevator in Building,Heating,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Laptop Friendly Workspace}","$125.00","1","1","10","2015-08-14","2016-07-06","94","9","9","9","10","9","9","flexible","0.77"
"11588543","https://a2.muscache.com/im/pictures/e1cd2f0a-f2c8-485b-829b-3f67858e11dd.jpg?aki_policy=large","16681075","2014-06-11","within an hour","100%","100%","t","https://a0.muscache.com/im/users/16681075/profile_pic/1402527523/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews', 'jumio']","t","42.337137224003314","-71.07672504507882","Apartment","Entire home/apt","3","1.0","2","2","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$265.00","3","2","42","2016-03-16","2016-08-24","96","10","10","10","10","10","10","moderate","7.16"
"1275498","https://a0.muscache.com/im/pictures/24176156/a6438905_original.jpg?aki_policy=large","5430185","2013-03-12","within an hour","100%","100%","t","https://a2.muscache.com/im/users/5430185/profile_pic/1389731071/original.jpg?aki_policy=profile_x_medium","6","['phone', 'facebook', 'reviews', 'jumio']","f","42.34419543393126","-71.07363010738126","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$160.00","2","32","15","2013-08-11","2016-08-29","89","9","10","9","9","10","9","strict","0.40"
"8025718","https://a2.muscache.com/im/pictures/8b155bdf-ed29-4d7a-acff-65ee76865f8a.jpg?aki_policy=large","22348222","2014-10-09","within a few hours","100%","91%","f","https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium","52","['email', 'phone', 'reviews', 'jumio']","t","42.34341272279628","-71.0760400813346","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Kitchen,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$155.00","1","7","3","2015-09-21","2016-06-09","93","9","10","9","10","10","9","strict","0.25"
"4879702","https://a2.muscache.com/im/pictures/108714585/10319b25_original.jpg?aki_policy=large","4776690","2013-01-20","within an hour","100%","94%","f","https://a2.muscache.com/im/users/4776690/profile_pic/1435191183/original.jpg?aki_policy=profile_x_medium","4","['email', 'phone', 'reviews', 'jumio']","t","42.34191419487412","-71.08080630405638","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Hangers,Laptop Friendly Workspace}","$99.00","2","2","20","2015-07-03","2016-08-18","98","10","10","10","10","10","10","strict","1.39"
"12253029","https://a2.muscache.com/im/pictures/bd03fb6c-ba6f-4506-b96c-930540e7ce6f.jpg?aki_policy=large","42868503","2015-08-29","within a day","80%","55%","f","https://a2.muscache.com/im/pictures/85eec945-68df-4890-905f-98fbcbd07369.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","42.34253285485185","-71.0705170592166","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Hair Dryer,Iron,Laptop Friendly Workspace}","$125.00","1","1","8","2016-04-18","2016-08-21","97","10","9","10","10","10","10","flexible","1.68"
"7714627","https://a2.muscache.com/im/pictures/102621010/4d39d0c9_original.jpg?aki_policy=large","20627610","2014-08-27","within a few hours","100%","100%","t","https://a1.muscache.com/im/users/20627610/profile_pic/1438743410/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.343841430642414","-71.07182663613271","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$235.00","2","2","66","2015-09-03","2016-09-06","98","10","10","10","10","10","10","strict","5.34"
"12890156","https://a2.muscache.com/im/pictures/f0d2ee10-a3f6-4fe2-b2b6-5a850e8af53f.jpg?aki_policy=large","38438502","2015-07-14","within a day","68%","73%","f","https://a2.muscache.com/im/pictures/07563d3e-3d2c-4fcc-9426-b7dcf584e079.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.33931504233381","-71.07788276526625","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,Shampoo,Hangers,Laptop Friendly Workspace}","$149.00","3","1","13","2016-05-24","2016-08-30","92","10","8","10","10","10","9","strict","3.64"
"5074924","https://a2.muscache.com/im/pictures/74170508/4166bf37_original.jpg?aki_policy=large","814298","2011-07-13","within a few hours","98%","66%","f","https://a0.muscache.com/im/users/814298/profile_pic/1310565817/original.jpg?aki_policy=profile_x_medium","22","['email', 'phone', 'reviews', 'kba']","t","42.34237255365213","-71.07922266232886","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Hair Dryer,Iron}","$100.00","1","2","55","2015-03-23","2016-06-27","84","9","9","10","9","10","9","strict","3.08"
"2372987","https://a1.muscache.com/im/pictures/31614799/3f9d1fe9_original.jpg?aki_policy=large","814298","2011-07-13","within a few hours","98%","66%","f","https://a0.muscache.com/im/users/814298/profile_pic/1310565817/original.jpg?aki_policy=profile_x_medium","22","['email', 'phone', 'reviews', 'kba']","t","42.33671249560704","-71.07545754027247","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$164.00","1","3","39","2014-02-19","2016-08-11","86","9","10","9","9","9","9","strict","1.26"
"7368611","https://a2.muscache.com/im/pictures/b06a0156-a7e0-4710-842c-06c39807e4ef.jpg?aki_policy=large","38611099","2015-07-15","within a few hours","100%","100%","f","https://a2.muscache.com/im/pictures/c6db42fa-e4bd-4133-81cb-23f7978e5379.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews']","f","42.34551716169836","-71.06939492583996","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Paid Parking Off Premises,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$185.00","2","2","37","2015-09-11","2016-08-14","92","10","10","10","10","10","9","strict","3.06"
"3601030","https://a0.muscache.com/im/pictures/57113512/3a700526_original.jpg?aki_policy=large","3689882","2012-09-27","within an hour","100%","100%","t","https://a1.muscache.com/im/users/3689882/profile_pic/1372448077/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","42.34379199602544","-71.07285898792072","Apartment","Entire home/apt","3","1.0","1","2","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$250.00","1","3","77","2014-08-15","2016-09-01","97","10","10","10","10","10","10","flexible","3.06"
"14414330","https://a2.muscache.com/im/pictures/129622a8-fd85-4789-8c76-b7d2eae60962.jpg?aki_policy=large","56983370","2016-02-01","within a few hours","100%","100%","f","https://a2.muscache.com/im/pictures/950630db-e9b8-4666-8bf6-9b89ca228d26.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.341804981809375","-71.07982968478547","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","$275.00","1","1","1","2016-08-20","2016-08-20","100","10","10","8","10","10","10","flexible","1"
"4860853","https://a1.muscache.com/im/pictures/74169448/d8452eec_original.jpg?aki_policy=large","814298","2011-07-13","within a few hours","98%","66%","f","https://a0.muscache.com/im/users/814298/profile_pic/1310565817/original.jpg?aki_policy=profile_x_medium","22","['email', 'phone', 'reviews', 'kba']","t","42.34113339953168","-71.0800111913047","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Hair Dryer,Iron}","$225.00","1","2","21","2015-03-21","2016-05-29","80","8","9","8","8","9","8","strict","1.17"
"5532549","https://a2.muscache.com/im/pictures/79bc055d-d0e2-4d32-a1fd-76eaca1d2ec6.jpg?aki_policy=large","26379614","2015-01-19","within a few hours","90%","83%","f","https://a2.muscache.com/im/users/26379614/profile_pic/1421714649/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'jumio']","t","42.345159717726546","-71.071673467821","Apartment","Entire home/apt","6","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$250.00","4","1","4","2016-04-19","2016-07-24","95","10","10","10","10","10","9","strict","0.85"
"9663423","https://a2.muscache.com/im/pictures/946574f5-408d-42b8-932c-baf8b06101ea.jpg?aki_policy=large","22543302","2014-10-14","within an hour","100%","0%","f","https://a2.muscache.com/im/pictures/d66a937d-81d0-4df3-897f-20251e717d69.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.3429863477053","-71.07030039926936","Condominium","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","$115.00","1","4","6","2016-03-22","2016-06-18","100","10","10","10","10","10","10","strict","1.06"
"6763409","https://a2.muscache.com/im/pictures/53d5545a-f7e9-4e37-b789-fe61360fa3b8.jpg?aki_policy=large","22348222","2014-10-09","within a few hours","100%","91%","f","https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium","52","['email', 'phone', 'reviews', 'jumio']","t","42.34343806690266","-71.07688355946276","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Kitchen,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher}","$150.00","1","7","3","2015-10-11","2016-06-06","67","8","7","9","7","9","7","strict","0.27"
"3289921","https://a2.muscache.com/im/pictures/48641368/e71d451a_original.jpg?aki_policy=large","2212661","2012-04-24","within an hour","100%","0%","f","https://a1.muscache.com/im/users/2212661/profile_pic/1335284353/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","42.33519276568347","-71.0749509404685","Apartment","Entire home/apt","4","1.0","0","2","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$170.00","2","4","18","2014-06-23","2016-07-09","88","8","9","10","10","8","9","moderate","0.67"
"5976821","https://a2.muscache.com/im/pictures/77286936/cb5337b6_original.jpg?aki_policy=large","432317","2011-03-09","within an hour","100%","100%","t","https://a2.muscache.com/im/pictures/a7de4e3a-fae5-4626-918c-0c28be52d2ee.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","42.344124982631705","-71.0704830352942","Apartment","Shared room","2","1.0","1","1","Airbed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Pets Allowed,Pets live on this property,Cat(s),Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$125.00","1","2","59","2015-04-23","2016-09-03","97","10","9","10","10","10","10","moderate","3.51"
"8680170","https://a0.muscache.com/im/pictures/110141048/a30ec905_original.jpg?aki_policy=large","5678580","2013-03-29","N/A","N/A","N/A","f","https://a2.muscache.com/im/users/5678580/profile_pic/1364573299/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.34521620497881","-71.0718595272896","Apartment","Entire home/apt","2","2.0","2","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Pets live on this property,Dog(s),Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher}","$250.00","1","2","2","2015-10-18","2016-04-18","100","10","10","10","10","10","10","flexible","0.18"
"11841986","https://a2.muscache.com/im/pictures/a5eeef4d-fe23-41a1-b8ce-480446a257eb.jpg?aki_policy=large","12243051","2014-02-14","within a few hours","71%","98%","f","https://a2.muscache.com/im/pictures/50576553-3d63-4e1e-8adf-8f4b4b7f09fe.jpg?aki_policy=profile_x_medium","363","['email', 'phone', 'reviews', 'manual_offline', 'jumio']","t","42.34473147773383","-71.07090818312652","Apartment","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$229.00","2","3","9","2016-05-10","2016-07-27","73","7","7","8","8","9","7","strict","2.23"
"6287797","https://a1.muscache.com/im/pictures/79779230/addb7f62_original.jpg?aki_policy=large","14980002","2015-05-05","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/14980002/profile_pic/1431452812/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.33767012629468","-71.07640773355523","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Pets Allowed,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,translation missing: en.hosting_amenity_50}","$90.00","1","2","1","2015-05-25","2015-05-25","100","10","10","10","10","10","10","moderate","0.06"
"8827268","https://a2.muscache.com/im/pictures/111689110/d740e6e1_original.jpg?aki_policy=large","3958442","2012-10-23","within a few hours","100%","56%","t","https://a2.muscache.com/im/pictures/d8c21ed5-8c28-4bba-a275-b172df087d75.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'amex', 'reviews', 'kba']","t","42.34430213679429","-71.06899694278945","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Pets Allowed,Doorman,Gym,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$200.00","1","1","11","2015-10-16","2016-08-08","100","10","10","10","10","10","10","strict","1.01"
