"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"6364753","1890330","2012-03-09","within a day","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.691250462217","-122.36117756769093","House","Entire home/apt","4","1.5","2","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Washer,Dryer,Essentials}","1","4","moderate","$175.00"
"7952032","1744440","2015-07-09","N/A","N/A","N/A","f","1","['email', 'phone']","f","47.69107690511807","-122.35644791543125","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$125.00"
"6166307","7488822","2013-07-15","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.69251163716577","-122.36466227640008","Apartment","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","3","1","strict","$120.00"
"3282760","11948115","2014-02-04","N/A","N/A","N/A","f","1","['email', 'phone']","f","47.688059798101136","-122.35201683202948","House","Private room","2","1.0","1","1","Futon","{TV,Wireless Internet}","1","1","flexible","$42.00"
"6411259","15565015","2014-05-15","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.685547949330676","-122.35142135168142","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Pets live on this property,Dog(s),Cat(s),Heating,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","2","strict","$56.00"
"670262","3396093","2012-08-28","within a few hours","90%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","47.68942014378443","-122.36274234830601","House","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer}","1","5","moderate","$55.00"
"8411663","20731","2009-06-09","within an hour","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.698495644515134","-122.3460439290001","House","Private room","2","1.5","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Lock on Bedroom Door}","1","1","moderate","$55.00"
"6926511","20266233","2014-08-19","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.68660330330381","-122.34854132211726","House","Entire home/apt","6","2.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","4","2","moderate","$235.00"
"9908591","2511908","2012-05-31","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews', 'jumio']","t","47.694745754089745","-122.3580742473434","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron}","1","2","flexible","$100.00"
"5640722","2696775","2012-06-20","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.69722466884666","-122.34876156918638","House","Private room","2","1.0","1","1","Real Bed","{Cable TV,Internet,Wireless Internet,Free Parking on Premises,Gym,Heating,Smoke Detector,First Aid Kit,Essentials,Shampoo}","2","3","moderate","$60.00"
"6701018","394231","2011-02-16","within an hour","90%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.70478892877898","-122.34640195030182","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Cat(s),Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","3","1","strict","$67.00"
"3653575","5658605","2013-03-27","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.69393723463818","-122.36307052982342","House","Private room","4","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","1","moderate","$95.00"
"7647221","1340738","2011-10-27","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.70176565247275","-122.35443535095183","Condominium","Entire home/apt","5","2.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Elevator in Building,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hangers}","4","2","moderate","$115.00"
"3637180","3152296","2012-08-03","within an hour","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.68635058076888","-122.35315606329581","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Cat(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$50.00"
"6215199","32232694","2015-04-29","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.6986213639699","-122.34633612556947","House","Entire home/apt","6","2.0","3","4","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials}","6","3","strict","$199.00"
"714043","2796016","2012-07-01","within an hour","100%","100%","f","3","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.68796586734098","-122.35005573597373","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Smoking Allowed,Pets Allowed,Pets live on this property,Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","3","2","strict","$86.00"
"3890990","5325329","2013-03-04","within a few hours","97%","100%","f","9","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.699809287151744","-122.35551847109251","House","Entire home/apt","7","1.0","2","4","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit}","7","1","strict","$175.00"
"4038347","20283872","2014-08-19","within an hour","92%","100%","f","2","['email', 'phone', 'reviews']","f","47.695746427644565","-122.3459451589091","House","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Free Parking on Premises,Heating,Washer,Dryer,Essentials,Shampoo}","1","1","moderate","$55.00"
"523883","2575710","2012-06-07","within an hour","100%","100%","f","1","['email', 'phone', 'reviews', 'jumio']","t","47.696674234682035","-122.35851227157893","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","2","moderate","$68.00"
"4111954","6622693","2013-05-28","within an hour","90%","100%","f","1","['email', 'phone', 'reviews']","f","47.68471103285552","-122.3544242919029","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","2","7","strict","$60.00"
"4693488","17469341","2014-06-30","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews']","f","47.684003937540304","-122.35388678920853","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Pets live on this property,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","3","moderate","$90.00"
"5127136","26502819","2015-01-21","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.691372600278356","-122.36404939345937","Townhouse","Entire home/apt","8","1.5","3","4","Real Bed","{Wireless Internet,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","4","2","strict","$139.00"
"7674720","40298873","2015-08-02","within a few hours","100%","N/A","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.70394624565899","-122.35757059498559","Condominium","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Breakfast,Pets live on this property,Cat(s),Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$51.00"
"8028801","8117374","2013-08-12","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","47.69177391621422","-122.36567515823792","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","2","1","flexible","$50.00"
"9050781","39878844","2015-07-29","within an hour","100%","100%","f","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","47.69493160352201","-122.36001135703528","House","Entire home/apt","4","1.0","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,24-Hour Check-in,Hangers,Hair Dryer}","1","3","strict","$115.00"
"178844","62386","2009-12-12","within an hour","100%","100%","f","4","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.69796136916228","-122.34900702762216","House","Entire home/apt","3","1.0","1","2","Real Bed","{Wireless Internet,Pets live on this property,Dog(s),Indoor Fireplace,Washer,Dryer,Shampoo}","2","2","flexible","$80.00"
"8034871","3041082","2012-07-24","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.700481024903794","-122.35089205892858","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","2","flexible","$95.00"
"3208330","2874117","2012-07-08","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.68449844267361","-122.36538315116282","House","Private room","2","2.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$85.00"
"9492036","49196596","2015-11-16","a few days or more","33%","N/A","f","1","['email', 'phone', 'facebook']","f","47.69285099348395","-122.35667054339106","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Hangers,Hair Dryer,Iron}","1","1","flexible","$75.00"
"4863533","15448291","2014-05-12","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.6907273724811","-122.35330530832057","Apartment","Entire home/apt","5","1.0","2","6","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","1","3","moderate","$100.00"
"4360485","20321164","2014-08-20","within an hour","100%","100%","t","3","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.69274786106737","-122.35975682326519","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Smoking Allowed,Pets Allowed,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","0","1","flexible","$63.00"
"8194286","43134999","2015-09-01","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews', 'kba']","t","47.6969263355011","-122.35246458429208","House","Entire home/apt","4","1.0","2","1","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$100.00"
"5524847","2608801","2012-06-11","within an hour","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.69576778601286","-122.34820726885879","Apartment","Entire home/apt","5","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","3","2","strict","$135.00"
"9236814","6074466","2013-04-24","within a few hours","100%","N/A","f","1","['email', 'phone', 'kba']","f","47.68695586274644","-122.36449697359485","House","Entire home/apt","4","2.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","4","2","flexible","$125.00"
"8483744","39833154","2015-07-28","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.69057411286982","-122.3516280920531","House","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Cat(s),Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$69.00"
"609421","3018655","2012-07-22","within an hour","100%","N/A","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.696561638918794","-122.36275074363151","House","Private room","4","1.0","1","3","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Essentials}","4","1","moderate","$280.00"
"3543247","17834927","2014-07-08","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews']","f","47.69585301696276","-122.35935622173237","House","Entire home/apt","4","1.0","1","3","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","1","moderate","$160.00"
"4567243","2855271","2012-07-07","within a day","50%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.69250364121559","-122.35216340579805","House","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","1","7","moderate","$75.00"
"749758","1397063","2011-11-11","within a few hours","100%","100%","f","2","['email', 'phone', 'reviews']","f","47.69430816295927","-122.35068463853365","House","Entire home/apt","5","1.0","3","3","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector}","1","1","moderate","$98.00"
"4854767","24974793","2014-12-18","within a few hours","100%","100%","f","1","['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']","t","47.69584005470616","-122.35667175232031","House","Entire home/apt","3","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials}","2","1","moderate","$109.00"
"8129537","32725444","2015-05-06","within a day","100%","N/A","f","1","['email', 'phone', 'facebook']","f","47.69614721129001","-122.34864331193023","House","Entire home/apt","5","1.0","3","3","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","2","flexible","$125.00"
"5014835","10420224","2013-12-04","N/A","N/A","N/A","f","1","['phone', 'linkedin', 'reviews', 'kba']","f","47.6841228388045","-122.34702569277438","House","Entire home/apt","5","2.0","4","3","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Gym,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","1","flexible","$225.00"
"421168","2094547","2012-04-08","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews']","f","47.69921614825644","-122.3507160207942","Other","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Free Parking on Premises,Heating,Smoke Detector,Essentials,Shampoo}","2","1","strict","$69.00"
"58503","157262","2010-07-02","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.687527037698054","-122.35608108151442","House","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","1","flexible","$75.00"
"7881802","3584237","2012-09-16","within an hour","100%","100%","f","1","['email', 'phone', 'reviews']","f","47.68765780516935","-122.35752464274339","House","Entire home/apt","10","3.0","4","5","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","6","2","strict","$300.00"
"9562586","24713520","2014-12-10","within an hour","100%","N/A","f","1","['email', 'phone', 'facebook', 'google', 'kba']","t","47.68458930528262","-122.359320645064","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air Conditioning,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Lock on Bedroom Door,Iron,Laptop Friendly Workspace}","0","2","strict","$60.00"
"10340165","42627942","2015-08-26","within a few hours","88%","100%","f","3","['email', 'phone', 'reviews']","f","47.70095010578348","-122.35322061421772","House","Private room","2","1.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Other pet(s),Heating,Washer,Dryer,Essentials,Iron}","1","1","flexible","$43.00"
"370361","1865986","2012-03-05","within an hour","100%","100%","t","2","['email', 'phone', 'reviews', 'kba']","t","47.68348314871844","-122.35705388667768","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,Essentials,Lock on Bedroom Door,Hangers,Hair Dryer}","2","3","moderate","$85.00"
"3753645","1135078","2011-09-09","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.7030467070973","-122.36276407284042","Townhouse","Private room","2","1.0","1","1","Pull-out Sofa","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Laptop Friendly Workspace}","1","1","flexible","$110.00"
"3535171","3152296","2012-08-03","within an hour","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.68796588173736","-122.35290494977848","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,24-Hour Check-in}","1","1","strict","$52.00"
"2037250","1865986","2012-03-05","within an hour","100%","100%","t","2","['email', 'phone', 'reviews', 'kba']","t","47.68464908459314","-122.35771619873258","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Essentials}","2","3","moderate","$100.00"
"2605975","4746283","2013-01-17","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.68940563322306","-122.34812647233161","House","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Smoking Allowed,Pets live on this property,Dog(s),Cat(s),Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$50.00"
"4825472","19992117","2014-08-14","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'kba']","t","47.68526916103524","-122.365503503403","House","Private room","2","1.0","1","1","Real Bed","{Kitchen,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","0","2","flexible","$35.00"
"5500398","28529868","2015-02-28","N/A","N/A","N/A","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.69971929123485","-122.3450886454843","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","2","2","moderate","$66.00"
"587584","2796016","2012-07-01","within an hour","100%","100%","f","3","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.687782142393615","-122.34859609133233","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Smoking Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Laptop Friendly Workspace}","4","2","moderate","$99.00"
"1220816","6659833","2013-05-30","within a day","100%","N/A","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.68554620930996","-122.3632620161459","House","Entire home/apt","7","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","2","1","strict","$89.00"
"9576550","5388825","2015-03-18","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews']","f","47.69386019568786","-122.35049368282581","Apartment","Entire home/apt","1","1.0","1","1","Real Bed","{Kitchen,Pets Allowed,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,Essentials}","1","1","flexible","$90.00"
"3793790","17795956","2014-07-07","within an hour","100%","100%","t","2","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.54175591322441","-122.28928912722868","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Breakfast,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$45.00"
"9013210","12033608","2014-02-07","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.54290734285079","-122.29668315361708","House","Private room","2","1.5","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","flexible","$60.00"
"9863457","50557855","2015-12-05","within a day","100%","N/A","f","2","['email', 'phone', 'google', 'jumio']","t","47.53668112329797","-122.28611586516774","Townhouse","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Free Parking on Premises,Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,Hangers,Hair Dryer}","1","1","flexible","$50.00"
"23356","91286","2010-03-11","N/A","N/A","100%","f","2","['email', 'phone', 'facebook', 'reviews']","f","47.53427640288443","-122.28160623445036","House","Entire home/apt","10","2.0","3","3","Real Bed","{Cable TV,Wireless Internet,Air Conditioning,Kitchen,Heating}","6","3","strict","$215.00"
"6425537","33529240","2015-05-16","N/A","N/A","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.53699589085733","-122.2813078594131","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","1","1","flexible","$138.00"
"7921453","29543681","2015-03-18","within a day","100%","N/A","f","4","['email', 'phone', 'jumio']","f","47.53903549144155","-122.29424328101861","Camper/RV","Entire home/apt","4","1.0","0","2","Real Bed","{}","1","1","flexible","$375.00"
"8634897","45096683","2015-09-25","within an hour","90%","100%","f","1","['email', 'phone', 'reviews']","f","47.515012141479666","-122.39555060802635","House","Entire home/apt","6","2.5","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Essentials,Shampoo}","4","2","strict","$270.00"
"3604931","18165306","2014-07-15","within a day","100%","N/A","f","1","['email', 'phone', 'reviews', 'jumio']","t","47.5203940107188","-122.38928531511608","House","Entire home/apt","9","4.0","5","5","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","3","strict","$495.00"
"6937492","36373396","2015-06-21","within an hour","100%","100%","t","1","['email', 'phone', 'google', 'reviews', 'kba']","t","47.518624091005094","-122.38637040342874","House","Entire home/apt","4","1.5","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hangers,Laptop Friendly Workspace}","1","2","moderate","$165.00"
